fecha,ciudad,categoría,unidades,precio_unit
2025-02-15,Barcelona,Ropa,1,65.64
2025-02-15,Valencia,Accesorios,4,27.33
2025-02-15,Madrid,Ropa,4,64.45
2025-02-15,Madrid,Calzado,1,64.38
2025-02-15,Valencia,Accesorios,1,8.31
2025-02-16,Valencia,Ropa,4,43.58
2025-02-16,Valencia,Calzado,2,80.3
2025-02-16,Valencia,Calzado,1,104.52
2025-02-16,Barcelona,Ropa,2,54.41
2025-02-16,Bilbao,Accesorios,4,24.11
2025-02-16,Valencia,Calzado,3,40.03
2025-02-16,Madrid,Ropa,2,25.82
2025-02-16,Valencia,Accesorios,4,55.17
2025-02-16,Madrid,Ropa,4,59.43
2025-02-16,Barcelona,Accesorios,1,27.15
2025-02-16,Barcelona,Ropa,2,32.61
2025-02-16,Valencia,Ropa,4,36.97
2025-02-16,Barcelona,Ropa,4,72.89
2025-02-16,Barcelona,Ropa,1,75.3
2025-02-16,Barcelona,Ropa,1,30.96
2025-02-16,Madrid,Accesorios,3,21.48
2025-02-16,Madrid,Calzado,1,37.5
2025-02-16,Barcelona,Accesorios,4,33.14
2025-02-16,Valencia,Ropa,3,60.85
2025-02-16,Bilbao,Calzado,2,100.04
2025-02-17,Barcelona,Ropa,4,24.73
2025-02-17,Barcelona,Ropa,1,30.18
2025-02-17,Valencia,Calzado,2,69.4
2025-02-17,Bilbao,Ropa,2,54.39
2025-02-17,Madrid,Ropa,2,32.59
2025-02-17,Barcelona,Ropa,4,73.04
2025-02-17,Madrid,Calzado,3,58.8
2025-02-17,Barcelona,Ropa,2,52.9
2025-02-17,Barcelona,Calzado,4,103.88
2025-02-17,Valencia,Accesorios,4,14.82
2025-02-17,Bilbao,Ropa,4,21.67
2025-02-17,Madrid,Accesorios,4,24.42
2025-02-17,Barcelona,Ropa,1,71.76
2025-02-17,Madrid,Ropa,3,53.88
2025-02-17,Barcelona,Ropa,1,17.29
2025-02-17,Barcelona,Calzado,2,119.68
2025-02-17,Bilbao,Calzado,4,49.28
2025-02-17,Barcelona,Ropa,2,17.65
2025-02-17,Barcelona,Accesorios,4,42.87
2025-02-17,Bilbao,Ropa,2,44.64
2025-02-18,Barcelona,Ropa,1,40.21
2025-02-18,Barcelona,Ropa,1,50.1
2025-02-18,Bilbao,Calzado,2,34.92
2025-02-18,Bilbao,Ropa,4,19.65
2025-02-18,Madrid,Accesorios,3,35.29
2025-02-18,Valencia,Ropa,1,39.66
2025-02-18,Valencia,Calzado,4,97.93
2025-02-18,Valencia,Ropa,3,69.84
2025-02-18,Madrid,Calzado,4,49.01
2025-02-18,Bilbao,Ropa,1,26.16
2025-02-18,Valencia,Ropa,1,55.0
2025-02-18,Valencia,Accesorios,4,32.21
2025-02-18,Barcelona,Ropa,2,61.31
2025-02-18,Valencia,Ropa,4,88.18
2025-02-18,Barcelona,Accesorios,4,32.74
2025-02-18,Barcelona,Calzado,3,103.39
2025-02-18,Madrid,Ropa,4,89.52
2025-02-18,Valencia,Calzado,2,64.09
2025-02-18,Madrid,Ropa,2,31.91
2025-02-18,Valencia,Calzado,4,59.14
2025-02-18,Valencia,Accesorios,4,35.53
2025-02-18,Madrid,Calzado,4,90.2
2025-02-18,Barcelona,Ropa,3,72.3
2025-02-18,Barcelona,Calzado,3,85.97
2025-02-18,Barcelona,Ropa,1,20.05
2025-02-18,Barcelona,Ropa,3,79.66
2025-02-18,Barcelona,Calzado,2,78.7
2025-02-18,Valencia,Ropa,3,47.07
2025-02-19,Valencia,Ropa,4,68.34
2025-02-19,Barcelona,Ropa,3,90.0
2025-02-19,Bilbao,Accesorios,4,13.67
2025-02-19,Barcelona,Ropa,2,47.5
2025-02-19,Valencia,Ropa,4,30.64
2025-02-19,Madrid,Ropa,4,40.78
2025-02-19,Barcelona,Calzado,2,75.83
2025-02-19,Barcelona,Accesorios,1,13.99
2025-02-19,Barcelona,Ropa,3,82.66
2025-02-19,Madrid,Accesorios,3,58.52
2025-02-19,Valencia,Ropa,4,77.9
2025-02-19,Madrid,Ropa,3,33.32
2025-02-19,Madrid,Ropa,2,83.01
2025-02-19,Bilbao,Ropa,1,22.77
2025-02-19,Madrid,Ropa,3,31.0
2025-02-19,Bilbao,Accesorios,1,12.35
2025-02-19,Barcelona,Calzado,3,85.66
2025-02-19,Madrid,Ropa,3,66.04
2025-02-19,Bilbao,Accesorios,3,51.1
2025-02-19,Valencia,Ropa,4,54.31
2025-02-20,Madrid,Calzado,4,42.38
2025-02-20,Barcelona,Ropa,2,42.81
2025-02-20,Valencia,Ropa,1,64.57
2025-02-20,Barcelona,Calzado,1,70.39
2025-02-20,Madrid,Ropa,3,69.45
2025-02-20,Barcelona,Accesorios,1,9.01
2025-02-20,Valencia,Ropa,3,77.64
2025-02-20,Valencia,Ropa,4,37.68
2025-02-20,Barcelona,Calzado,3,106.05
2025-02-20,Barcelona,Calzado,1,110.7
2025-02-20,Madrid,Ropa,4,51.45
2025-02-20,Madrid,Calzado,4,97.78
2025-02-20,Barcelona,Ropa,2,68.05
2025-02-20,Barcelona,Ropa,1,86.95
2025-02-20,Madrid,Ropa,3,46.01
2025-02-20,Madrid,Ropa,2,79.81
2025-02-20,Madrid,Ropa,3,57.23
2025-02-20,Barcelona,Ropa,2,61.94
2025-02-20,Madrid,Accesorios,3,23.85
2025-02-20,Bilbao,Calzado,4,59.07
2025-02-20,Madrid,Accesorios,2,8.62
2025-02-20,Madrid,Calzado,4,115.28
2025-02-20,Barcelona,Ropa,2,49.58
2025-02-20,Barcelona,Calzado,2,106.82
2025-02-21,Madrid,Calzado,3,40.3
2025-02-21,Barcelona,Ropa,2,51.55
2025-02-21,Barcelona,Calzado,2,110.08
2025-02-21,Madrid,Ropa,4,45.03
2025-02-21,Valencia,Ropa,3,38.58
2025-02-21,Madrid,Accesorios,3,16.07
2025-02-21,Madrid,Calzado,2,70.84
2025-02-21,Madrid,Accesorios,3,37.97
2025-02-21,Valencia,Ropa,1,30.88
2025-02-21,Barcelona,Calzado,4,93.18
2025-02-21,Bilbao,Calzado,3,62.95
2025-02-21,Valencia,Ropa,3,21.91
2025-02-21,Barcelona,Ropa,4,48.42
2025-02-21,Valencia,Calzado,1,78.12
2025-02-21,Barcelona,Accesorios,2,39.72
2025-02-21,Bilbao,Calzado,3,69.74
2025-02-21,Barcelona,Calzado,4,114.03
2025-02-21,Madrid,Ropa,2,29.7
2025-02-21,Barcelona,Ropa,2,51.46
2025-02-21,Barcelona,Ropa,2,49.86
2025-02-21,Barcelona,Calzado,4,44.02
2025-02-21,Barcelona,Ropa,1,24.55
2025-02-21,Barcelona,Calzado,2,55.72
2025-02-21,Barcelona,Ropa,1,89.93
2025-02-21,Madrid,Calzado,1,96.41
2025-02-21,Valencia,Accesorios,2,13.72
2025-02-21,Valencia,Ropa,3,39.84
2025-02-21,Madrid,Ropa,3,88.74
2025-02-21,Bilbao,Calzado,4,68.35
2025-02-21,Madrid,Ropa,4,21.12
2025-02-21,Barcelona,Ropa,1,20.59
2025-02-21,Valencia,Ropa,4,38.15
2025-02-21,Barcelona,Calzado,3,39.2
2025-02-21,Madrid,Ropa,2,49.74
2025-02-22,Barcelona,Calzado,1,90.98
2025-02-22,Bilbao,Ropa,2,73.93
2025-02-22,Valencia,Ropa,2,26.76
2025-02-22,Bilbao,Calzado,2,108.14
2025-02-22,Madrid,Ropa,4,35.45
2025-02-22,Madrid,Calzado,4,53.77
2025-02-22,Barcelona,Ropa,1,83.49
2025-02-22,Madrid,Calzado,2,113.7
2025-02-22,Valencia,Accesorios,3,17.05
2025-02-22,Barcelona,Accesorios,3,35.43
2025-02-22,Madrid,Ropa,1,40.39
2025-02-22,Madrid,Ropa,2,74.75
2025-02-22,Madrid,Ropa,2,50.29
2025-02-22,Madrid,Calzado,1,37.79
2025-02-22,Barcelona,Ropa,3,35.22
2025-02-22,Barcelona,Calzado,1,108.21
2025-02-22,Madrid,Ropa,3,66.71
2025-02-22,Valencia,Calzado,2,111.51
2025-02-22,Valencia,Accesorios,4,33.88
2025-02-22,Barcelona,Calzado,1,117.06
2025-02-22,Valencia,Ropa,2,82.11
2025-02-22,Valencia,Ropa,4,26.77
2025-02-22,Barcelona,Calzado,4,53.04
2025-02-22,Valencia,Ropa,2,82.61
2025-02-22,Barcelona,Calzado,1,52.75
2025-02-22,Valencia,Ropa,3,21.34
2025-02-22,Barcelona,Calzado,3,53.9
2025-02-22,Madrid,Calzado,2,48.46
2025-02-22,Barcelona,Calzado,2,106.02
2025-02-22,Madrid,Ropa,4,69.08
2025-02-22,Valencia,Calzado,1,89.49
2025-02-22,Barcelona,Ropa,3,59.8
2025-02-22,Barcelona,Ropa,2,51.06
2025-02-23,Barcelona,Ropa,1,24.29
2025-02-23,Barcelona,Ropa,2,79.15
2025-02-23,Barcelona,Ropa,2,58.84
2025-02-23,Valencia,Ropa,2,64.28
2025-02-23,Barcelona,Accesorios,2,36.77
2025-02-23,Bilbao,Ropa,4,82.45
2025-02-23,Barcelona,Ropa,3,76.26
2025-02-23,Bilbao,Ropa,3,32.8
2025-02-23,Valencia,Calzado,3,79.18
2025-02-23,Valencia,Ropa,4,47.99
2025-02-23,Valencia,Calzado,4,41.2
2025-02-23,Madrid,Calzado,4,92.63
2025-02-23,Barcelona,Ropa,2,49.48
2025-02-23,Valencia,Accesorios,1,29.45
2025-02-23,Bilbao,Ropa,1,37.7
2025-02-23,Barcelona,Accesorios,1,35.84
2025-02-23,Barcelona,Ropa,2,63.46
2025-02-23,Valencia,Calzado,3,39.76
2025-02-23,Madrid,Calzado,1,62.67
2025-02-23,Valencia,Calzado,2,116.77
2025-02-23,Barcelona,Ropa,1,19.42
2025-02-23,Valencia,Calzado,2,64.75
2025-02-23,Madrid,Accesorios,4,51.58
2025-02-23,Valencia,Ropa,2,20.1
2025-02-23,Valencia,Calzado,3,87.35
2025-02-23,Barcelona,Ropa,3,27.06
2025-02-23,Bilbao,Ropa,1,59.21
2025-02-23,Barcelona,Calzado,4,82.74
2025-02-23,Valencia,Calzado,1,116.3
2025-02-23,Madrid,Calzado,4,69.68
2025-02-23,Barcelona,Ropa,2,52.28
2025-02-24,Valencia,Calzado,3,36.12
2025-02-24,Barcelona,Accesorios,1,33.63
2025-02-24,Madrid,Ropa,3,80.19
2025-02-24,Madrid,Calzado,3,105.4
2025-02-24,Madrid,Ropa,1,49.43
2025-02-24,Barcelona,Accesorios,1,58.79
2025-02-24,Barcelona,Accesorios,4,11.71
2025-02-24,Barcelona,Ropa,3,34.47
2025-02-24,Valencia,Calzado,1,116.42
2025-02-24,Barcelona,Calzado,1,30.25
2025-02-24,Madrid,Ropa,4,85.85
2025-02-24,Barcelona,Ropa,3,37.49
2025-02-24,Barcelona,Ropa,3,79.73
2025-02-24,Barcelona,Calzado,4,45.03
2025-02-24,Bilbao,Ropa,1,53.05
2025-02-24,Valencia,Ropa,3,21.84
2025-02-24,Barcelona,Ropa,2,57.63
2025-02-24,Barcelona,Calzado,4,65.11
2025-02-24,Madrid,Accesorios,3,28.46
2025-02-24,Barcelona,Ropa,3,60.3
2025-02-24,Madrid,Calzado,3,30.07
2025-02-24,Barcelona,Ropa,1,57.06
2025-02-24,Bilbao,Calzado,4,72.41
2025-02-24,Madrid,Ropa,4,46.23
2025-02-24,Valencia,Calzado,2,68.67
2025-02-24,Madrid,Ropa,2,76.71
2025-02-24,Barcelona,Accesorios,4,49.43
2025-02-24,Bilbao,Ropa,2,21.76
2025-02-25,Valencia,Calzado,1,40.05
2025-02-25,Barcelona,Calzado,4,45.88
2025-02-25,Barcelona,Ropa,2,17.41
2025-02-25,Valencia,Ropa,3,28.41
2025-02-25,Barcelona,Accesorios,4,32.24
2025-02-25,Bilbao,Ropa,4,55.0
2025-02-25,Valencia,Calzado,3,37.1
2025-02-25,Madrid,Calzado,3,108.59
2025-02-25,Barcelona,Accesorios,3,17.95
2025-02-25,Madrid,Ropa,2,86.71
2025-02-25,Barcelona,Ropa,2,38.99
2025-02-25,Bilbao,Ropa,1,73.44
2025-02-25,Madrid,Ropa,4,67.53
2025-02-25,Bilbao,Ropa,2,86.85
2025-02-25,Barcelona,Calzado,4,75.03
2025-02-25,Bilbao,Ropa,3,23.16
2025-02-25,Bilbao,Calzado,4,97.1
2025-02-25,Barcelona,Calzado,1,78.4
2025-02-25,Madrid,Ropa,2,49.51
2025-02-25,Barcelona,Calzado,2,108.3
2025-02-25,Valencia,Accesorios,2,10.64
2025-02-25,Madrid,Ropa,1,46.12
2025-02-25,Valencia,Ropa,1,88.94
2025-02-25,Barcelona,Calzado,4,47.87
2025-02-25,Barcelona,Calzado,3,36.48
2025-02-25,Barcelona,Calzado,3,41.84
2025-02-25,Madrid,Calzado,2,85.74
2025-02-25,Valencia,Ropa,1,18.2
2025-02-25,Barcelona,Ropa,2,78.57
2025-02-25,Madrid,Ropa,3,89.59
2025-02-25,Barcelona,Calzado,1,105.78
2025-02-26,Barcelona,Ropa,3,77.17
2025-02-26,Barcelona,Ropa,2,52.35
2025-02-26,Valencia,Ropa,2,16.14
2025-02-26,Madrid,Calzado,1,81.96
2025-02-26,Valencia,Calzado,3,33.38
2025-02-26,Valencia,Accesorios,3,54.18
2025-02-26,Barcelona,Ropa,3,65.64
2025-02-26,Barcelona,Ropa,4,73.66
2025-02-26,Madrid,Ropa,4,75.58
2025-02-26,Bilbao,Ropa,4,59.22
2025-02-26,Madrid,Calzado,4,45.97
2025-02-26,Bilbao,Ropa,4,77.62
2025-02-26,Madrid,Ropa,1,49.67
2025-02-26,Barcelona,Ropa,4,87.81
2025-02-26,Barcelona,Ropa,1,25.66
2025-02-26,Barcelona,Accesorios,3,42.74
2025-02-26,Valencia,Ropa,3,58.1
2025-02-26,Valencia,Ropa,3,41.95
2025-02-26,Barcelona,Calzado,3,114.46
2025-02-26,Barcelona,Calzado,4,103.85
2025-02-26,Barcelona,Ropa,2,33.54
2025-02-26,Madrid,Calzado,4,109.74
2025-02-26,Barcelona,Calzado,1,109.37
2025-02-26,Bilbao,Calzado,4,59.93
2025-02-26,Barcelona,Ropa,2,80.25
2025-02-26,Bilbao,Calzado,3,90.56
2025-02-26,Bilbao,Accesorios,1,42.88
2025-02-26,Valencia,Ropa,2,16.14
2025-02-26,Madrid,Calzado,3,37.96
2025-02-26,Barcelona,Ropa,2,57.57
2025-02-26,Barcelona,Ropa,3,60.19
2025-02-27,Barcelona,Calzado,1,107.56
2025-02-27,Madrid,Calzado,3,89.59
2025-02-27,Bilbao,Calzado,3,63.16
2025-02-27,Bilbao,Ropa,3,49.66
2025-02-27,Barcelona,Ropa,3,54.44
2025-02-27,Barcelona,Calzado,3,100.34
2025-02-27,Bilbao,Ropa,3,75.03
2025-02-27,Madrid,Ropa,4,53.33
2025-02-27,Barcelona,Ropa,3,74.84
2025-02-27,Valencia,Calzado,1,92.76
2025-02-27,Barcelona,Ropa,1,75.86
2025-02-27,Barcelona,Ropa,3,56.0
2025-02-27,Madrid,Calzado,3,43.06
2025-02-27,Valencia,Ropa,1,54.67
2025-02-27,Madrid,Calzado,4,54.95
2025-02-27,Valencia,Accesorios,3,11.95
2025-02-27,Barcelona,Accesorios,2,34.14
2025-02-27,Madrid,Calzado,3,37.79
2025-02-27,Madrid,Calzado,3,63.62
2025-02-27,Barcelona,Ropa,1,31.41
2025-02-27,Valencia,Ropa,1,16.62
2025-02-27,Madrid,Accesorios,4,59.01
2025-02-27,Barcelona,Accesorios,2,14.49
2025-02-27,Madrid,Ropa,4,15.85
2025-02-27,Bilbao,Ropa,4,83.16
2025-02-27,Barcelona,Calzado,2,36.28
2025-02-27,Valencia,Ropa,4,87.67
2025-02-27,Madrid,Accesorios,4,50.13
2025-02-27,Madrid,Calzado,4,117.74
2025-02-27,Madrid,Ropa,1,51.18
2025-02-27,Madrid,Accesorios,4,58.34
2025-02-27,Madrid,Calzado,3,105.22
2025-02-28,Madrid,Ropa,2,84.43
2025-02-28,Barcelona,Calzado,2,71.01
2025-02-28,Barcelona,Calzado,4,90.68
2025-02-28,Madrid,Ropa,3,40.86
2025-02-28,Valencia,Ropa,3,84.3
2025-02-28,Valencia,Ropa,3,34.99
2025-02-28,Madrid,Calzado,4,68.95
2025-02-28,Barcelona,Calzado,3,119.27
2025-02-28,Valencia,Ropa,1,21.7
2025-02-28,Bilbao,Accesorios,2,32.4
2025-02-28,Valencia,Ropa,3,82.31
2025-02-28,Madrid,Accesorios,1,19.68
2025-02-28,Barcelona,Ropa,4,18.54
2025-02-28,Barcelona,Ropa,1,53.36
2025-02-28,Valencia,Calzado,3,109.42
2025-02-28,Madrid,Accesorios,1,35.9
2025-02-28,Madrid,Ropa,3,71.01
2025-02-28,Valencia,Ropa,1,47.76
2025-02-28,Valencia,Ropa,3,67.16
2025-02-28,Bilbao,Ropa,2,83.09
2025-02-28,Barcelona,Ropa,1,73.41
2025-02-28,Barcelona,Calzado,3,91.46
2025-02-28,Madrid,Ropa,3,49.78
2025-02-28,Barcelona,Ropa,1,68.54
2025-02-28,Barcelona,Calzado,1,112.24
2025-02-28,Bilbao,Calzado,2,66.59
2025-02-28,Madrid,Ropa,1,76.89
2025-02-28,Bilbao,Ropa,3,44.0
2025-02-28,Valencia,Calzado,1,62.23
2025-03-01,Valencia,Accesorios,2,55.26
2025-03-01,Madrid,Calzado,3,56.64
2025-03-01,Madrid,Accesorios,4,9.89
2025-03-01,Barcelona,Ropa,4,88.13
2025-03-01,Barcelona,Calzado,1,68.5
2025-03-01,Valencia,Ropa,4,31.38
2025-03-01,Madrid,Ropa,4,50.9
2025-03-01,Valencia,Ropa,4,50.16
2025-03-01,Barcelona,Ropa,4,17.49
2025-03-01,Madrid,Accesorios,4,49.29
2025-03-01,Barcelona,Ropa,4,38.0
2025-03-01,Valencia,Calzado,1,66.52
2025-03-01,Madrid,Calzado,4,118.81
2025-03-01,Barcelona,Ropa,2,25.5
2025-03-01,Valencia,Ropa,2,89.06
2025-03-01,Bilbao,Ropa,1,59.72
2025-03-01,Madrid,Calzado,3,112.1
2025-03-01,Barcelona,Ropa,3,25.96
2025-03-01,Bilbao,Ropa,2,62.03
2025-03-01,Valencia,Ropa,4,23.07
2025-03-01,Bilbao,Ropa,3,28.95
2025-03-01,Barcelona,Ropa,1,56.85
2025-03-01,Barcelona,Calzado,1,98.6
2025-03-01,Madrid,Accesorios,4,24.63
2025-03-01,Bilbao,Calzado,4,49.84
2025-03-01,Barcelona,Calzado,3,86.23
2025-03-01,Valencia,Calzado,1,41.13
2025-03-01,Barcelona,Ropa,1,84.49
2025-03-01,Barcelona,Ropa,3,86.06
2025-03-01,Valencia,Ropa,2,37.03
2025-03-01,Valencia,Ropa,3,76.19
2025-03-01,Bilbao,Calzado,4,79.65
2025-03-02,Barcelona,Calzado,3,32.47
2025-03-02,Barcelona,Ropa,4,30.8
2025-03-02,Barcelona,Accesorios,4,27.88
2025-03-02,Barcelona,Calzado,4,56.86
2025-03-02,Barcelona,Ropa,2,68.68
2025-03-02,Barcelona,Ropa,4,66.19
2025-03-02,Barcelona,Calzado,3,57.86
2025-03-02,Barcelona,Ropa,1,16.14
2025-03-02,Madrid,Calzado,4,34.89
2025-03-02,Valencia,Ropa,3,66.72
2025-03-02,Madrid,Ropa,2,36.32
2025-03-02,Madrid,Ropa,2,50.36
2025-03-02,Valencia,Ropa,4,79.37
2025-03-02,Bilbao,Ropa,2,38.43
2025-03-02,Madrid,Calzado,1,93.71
2025-03-02,Madrid,Ropa,3,58.59
2025-03-02,Barcelona,Calzado,1,109.47
2025-03-02,Bilbao,Ropa,4,75.99
2025-03-02,Madrid,Ropa,4,72.53
2025-03-02,Madrid,Calzado,2,107.74
2025-03-02,Valencia,Accesorios,1,12.47
2025-03-02,Barcelona,Calzado,1,63.41
2025-03-02,Barcelona,Ropa,4,47.04
2025-03-03,Barcelona,Accesorios,2,26.98
2025-03-03,Valencia,Calzado,4,79.74
2025-03-03,Valencia,Calzado,2,53.45
2025-03-03,Valencia,Calzado,2,117.9
2025-03-03,Barcelona,Ropa,1,22.08
2025-03-03,Bilbao,Ropa,2,83.62
2025-03-03,Madrid,Ropa,3,73.28
2025-03-03,Madrid,Ropa,2,55.73
2025-03-03,Valencia,Calzado,2,88.36
2025-03-03,Madrid,Calzado,2,40.46
2025-03-03,Barcelona,Ropa,1,72.59
2025-03-03,Barcelona,Calzado,3,41.54
2025-03-03,Bilbao,Ropa,4,62.6
2025-03-03,Bilbao,Ropa,1,51.92
2025-03-03,Madrid,Ropa,3,61.86
2025-03-03,Madrid,Calzado,2,52.91
2025-03-03,Bilbao,Ropa,1,82.02
2025-03-03,Barcelona,Ropa,2,72.66
2025-03-03,Bilbao,Ropa,2,47.77
2025-03-03,Barcelona,Calzado,1,101.76
2025-03-04,Valencia,Calzado,1,36.41
2025-03-04,Barcelona,Calzado,2,36.68
2025-03-04,Madrid,Accesorios,1,16.46
2025-03-04,Valencia,Ropa,4,79.9
2025-03-04,Bilbao,Ropa,3,87.51
2025-03-04,Barcelona,Ropa,2,89.91
2025-03-04,Madrid,Calzado,4,87.25
2025-03-04,Madrid,Ropa,4,33.15
2025-03-04,Barcelona,Calzado,1,111.01
2025-03-04,Barcelona,Accesorios,4,20.98
2025-03-04,Barcelona,Calzado,1,47.76
2025-03-04,Bilbao,Ropa,2,40.34
2025-03-04,Bilbao,Calzado,1,67.09
2025-03-04,Madrid,Calzado,2,87.78
2025-03-04,Madrid,Calzado,1,110.93
2025-03-04,Bilbao,Ropa,2,18.43
2025-03-04,Barcelona,Ropa,4,21.75
2025-03-04,Valencia,Ropa,4,58.62
2025-03-04,Bilbao,Ropa,3,43.35
2025-03-04,Valencia,Calzado,1,79.12
2025-03-04,Bilbao,Calzado,1,64.07
2025-03-04,Madrid,Ropa,4,28.25
2025-03-04,Barcelona,Calzado,4,58.5
2025-03-04,Barcelona,Calzado,4,41.23
2025-03-04,Madrid,Calzado,1,61.67
2025-03-04,Madrid,Ropa,2,43.51
2025-03-04,Madrid,Ropa,2,27.91
2025-03-04,Valencia,Calzado,2,101.29
2025-03-04,Valencia,Calzado,3,32.57
2025-03-05,Madrid,Calzado,4,58.21
2025-03-05,Barcelona,Ropa,3,33.6
2025-03-05,Barcelona,Accesorios,3,39.83
2025-03-05,Valencia,Ropa,1,70.64
2025-03-05,Valencia,Calzado,3,51.6
2025-03-05,Barcelona,Accesorios,1,47.27
2025-03-05,Valencia,Calzado,4,40.55
2025-03-05,Valencia,Ropa,1,15.53
2025-03-05,Madrid,Calzado,4,103.48
2025-03-05,Bilbao,Accesorios,1,17.7
2025-03-05,Madrid,Accesorios,4,29.48
2025-03-05,Valencia,Ropa,4,83.3
2025-03-05,Bilbao,Calzado,4,96.61
2025-03-05,Valencia,Ropa,3,64.29
2025-03-05,Valencia,Ropa,1,54.08
2025-03-05,Valencia,Ropa,4,28.62
2025-03-05,Barcelona,Ropa,1,41.75
2025-03-05,Madrid,Ropa,1,67.06
2025-03-05,Barcelona,Ropa,4,58.75
2025-03-06,Valencia,Calzado,4,51.26
2025-03-06,Madrid,Calzado,1,72.63
2025-03-06,Barcelona,Ropa,2,56.8
2025-03-06,Bilbao,Calzado,2,113.55
2025-03-06,Barcelona,Calzado,4,104.48
2025-03-06,Barcelona,Calzado,2,81.88
2025-03-06,Barcelona,Accesorios,2,50.98
2025-03-06,Madrid,Accesorios,4,46.4
2025-03-06,Barcelona,Ropa,4,65.18
2025-03-06,Barcelona,Ropa,4,40.95
2025-03-06,Barcelona,Ropa,3,72.75
2025-03-06,Barcelona,Ropa,3,30.21
2025-03-06,Bilbao,Accesorios,2,10.74
2025-03-06,Bilbao,Ropa,1,82.78
2025-03-06,Madrid,Calzado,2,95.65
2025-03-06,Barcelona,Ropa,1,42.75
2025-03-06,Madrid,Calzado,2,62.72
2025-03-06,Barcelona,Calzado,3,78.19
2025-03-06,Barcelona,Ropa,2,86.12
2025-03-06,Barcelona,Ropa,1,77.62
2025-03-06,Madrid,Ropa,1,40.91
2025-03-06,Madrid,Accesorios,2,26.53
2025-03-06,Valencia,Accesorios,1,44.58
2025-03-06,Barcelona,Calzado,3,38.59
2025-03-06,Barcelona,Calzado,3,70.76
2025-03-06,Valencia,Calzado,2,31.55
2025-03-06,Valencia,Ropa,3,83.35
2025-03-06,Barcelona,Ropa,2,17.12
2025-03-07,Valencia,Calzado,2,32.98
2025-03-07,Barcelona,Ropa,1,78.76
2025-03-07,Barcelona,Calzado,2,39.24
2025-03-07,Barcelona,Calzado,2,110.14
2025-03-07,Barcelona,Calzado,2,97.66
2025-03-07,Barcelona,Accesorios,4,29.29
2025-03-07,Valencia,Calzado,3,92.38
2025-03-07,Barcelona,Ropa,4,21.41
2025-03-07,Madrid,Accesorios,2,53.58
2025-03-07,Barcelona,Accesorios,1,27.29
2025-03-07,Madrid,Calzado,1,92.66
2025-03-07,Barcelona,Ropa,2,50.7
2025-03-07,Madrid,Calzado,4,109.74
2025-03-07,Madrid,Calzado,2,31.47
2025-03-07,Valencia,Accesorios,4,26.34
2025-03-07,Valencia,Accesorios,2,22.21
2025-03-07,Madrid,Calzado,2,69.57
2025-03-07,Bilbao,Ropa,2,52.28
2025-03-07,Barcelona,Ropa,1,24.96
2025-03-07,Madrid,Calzado,1,118.08
2025-03-07,Barcelona,Ropa,4,50.43
2025-03-07,Valencia,Ropa,2,82.21
2025-03-07,Barcelona,Ropa,2,61.59
2025-03-08,Bilbao,Ropa,2,53.73
2025-03-08,Barcelona,Ropa,2,77.08
2025-03-08,Bilbao,Ropa,4,17.51
2025-03-08,Barcelona,Ropa,4,20.49
2025-03-08,Barcelona,Accesorios,2,25.73
2025-03-08,Barcelona,Accesorios,4,14.15
2025-03-08,Barcelona,Ropa,3,15.73
2025-03-08,Valencia,Ropa,2,67.74
2025-03-08,Valencia,Ropa,2,71.17
2025-03-08,Valencia,Accesorios,4,56.43
2025-03-08,Bilbao,Ropa,1,53.12
2025-03-08,Valencia,Ropa,1,35.07
2025-03-08,Barcelona,Accesorios,4,38.84
2025-03-08,Barcelona,Calzado,1,103.28
2025-03-08,Barcelona,Calzado,2,79.16
2025-03-08,Madrid,Calzado,1,83.06
2025-03-08,Barcelona,Calzado,3,44.58
2025-03-08,Valencia,Ropa,3,38.34
2025-03-08,Valencia,Ropa,1,85.28
2025-03-08,Barcelona,Calzado,1,115.49
2025-03-08,Barcelona,Ropa,1,54.54
2025-03-08,Valencia,Accesorios,3,8.9
2025-03-08,Bilbao,Accesorios,2,15.79
2025-03-08,Barcelona,Ropa,1,18.94
2025-03-08,Barcelona,Ropa,4,46.36
2025-03-08,Valencia,Ropa,3,15.32
2025-03-09,Valencia,Ropa,2,68.25
2025-03-09,Barcelona,Accesorios,4,54.05
2025-03-09,Valencia,Ropa,2,79.85
2025-03-09,Barcelona,Ropa,1,87.14
2025-03-09,Barcelona,Calzado,1,116.36
2025-03-09,Barcelona,Ropa,4,16.99
2025-03-09,Madrid,Calzado,1,52.61
2025-03-09,Madrid,Accesorios,4,10.13
2025-03-09,Madrid,Ropa,1,24.19
2025-03-09,Valencia,Ropa,1,86.66
2025-03-09,Bilbao,Ropa,4,27.47
2025-03-09,Barcelona,Ropa,2,34.81
2025-03-09,Valencia,Ropa,3,85.35
2025-03-09,Valencia,Ropa,1,56.34
2025-03-09,Madrid,Calzado,4,71.62
2025-03-09,Madrid,Ropa,3,87.58
2025-03-09,Barcelona,Accesorios,3,11.43
2025-03-09,Barcelona,Ropa,4,53.1
2025-03-09,Madrid,Accesorios,2,18.81
2025-03-09,Madrid,Ropa,4,28.86
2025-03-09,Barcelona,Accesorios,2,21.0
2025-03-09,Madrid,Ropa,4,82.12
2025-03-09,Madrid,Calzado,1,115.25
2025-03-09,Madrid,Ropa,2,79.31
